Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
42,Female,USA,Phoenix,5.5,14,27.1,8.9,50.8,7,10,197.03,19,61.3,1.9,23.6,4,3,8.9,22.5,1,1619.28,3670,0,Q1
24,Male,India,Chennai,6,0,13.1,2.7,61.3,0,6.5,39.58,,66.84,6.8,4.3,8,1,14.2,7.6,2,177.56,1262,1,Q4
34,Other,USA,Chicago,1.4,3,16.2,5.4,71.6,2,8,98.01,39,23.7,14.7,12,6,1,,5.5,1,662.11,1351,1,Q3
26,Female,USA,Phoenix,2.8,12,40.1,12.9,47,4,19.5,112.25,,62.04,3.6,25.3,5,4,16.4,26.9,1,1976.19,1961,0,Q4
50,Female,India,Mumbai,1.6,27,46.7,15,29.3,10,20,77.29,11,79.3,,40,1,1,,33.1,2,1404.46,,0,Q3
48,Male,USA,Chicago,0.8,22,38.7,8.4,65.2,5,14,82.07,2,19.2,9.1,22.8,4,,58.6,11.3,4,1327.2,1141,0,Q1
44,Female,USA,Houston,7.3,8,23,6.7,57.7,3,10,67.35,8,44.8,4.5,17.1,9,,26.6,20.2,2,622.93,241,0,Q3
22,Female,USA,Los Angeles,3.8,33,45.3,14.5,30.9,10,19,190.71,20,69.8,5.7,23,4,4,68.5,30.6,3,2907.21,,0,Q2
50,Male,USA,Chicago,2.5,0,14.4,5.2,71.8,,5,107.31,7,17.1,11.8,9.9,8,0,0,11.3,4,463.79,0,1,Q1
18,Female,USA,New York,8.5,28,42.9,11.9,48.7,3,30,71.39,,75.3,9.8,48.3,3,2,27,,2,2448.16,3102,0,Q1
33,Female,USA,Los Angeles,1.1,9,12.6,5,65.4,4,9.1,65.65,33,68.76,7.1,20.9,5,2,8.4,12.9,3,392.68,2026,0,Q4
,Female,USA,Chicago,8.8,21,27.6,5.7,56.4,5,12,134.18,8,35,5.1,14.9,5,2,37.1,13,1,1593.07,1281,0,Q2
54,Male,USA,Phoenix,2,8,27,6,50.5,6,12,92.93,1,46.1,9.9,19.8,3,2,42.9,18.2,2,1129.81,144,0,Q3
43,Male,USA,Houston,1.3,8,13.7,7.2,69.4,1,11.7,221.87,12,41.64,15.1,18.3,9,1,13.5,11.7,3,2032.33,1775,1,Q4
,Male,USA,Los Angeles,3.6,13,34.7,,45.4,4,13,86.02,73,49.92,1.6,27.5,7,,5.8,25.3,1,867.95,,0,Q4
41,Female,USA,Houston,9.5,0,20.2,1,80.6,1,4,84.42,116,14.5,9.7,,7,0,0,,2,373.94,804,1,Q2
,Female,USA,Los Angeles,3.2,19,52.4,11.5,35.7,8,16,250.71,10,74,9.6,32.9,2,12,49,36.2,2,3512.84,4752,0,Q3
56,Female,USA,New York,2.6,7,23.5,6.2,76.7,8,12,58.86,22,,2,23.3,2,3,,18.2,2,798.27,1533,0,Q3
28,Female,USA,Houston,3.8,17,40.5,10.5,40.3,10,16,71.55,64,33,7.2,44.1,4,6,48.4,27.8,2,1162.73,3155,0,Q3
18,Female,USA,Houston,2.7,9,10.9,1,87.1,2,5,134.95,18,7.2,3.6,8.9,7,2,0,10,3,554.53,0,1,Q3
27,Male,USA,Chicago,7.1,21,35.1,10.3,60.2,5,13,119.02,30,31.8,2,9.7,6,7,43.8,31.1,5,1562.18,3431,0,Q3
46,Female,USA,Houston,0.5,0,28.3,3.9,56.6,4,9,112.41,12,69.4,1.6,17,7,4,34.2,25.9,4,945.77,3276,0,Q3
37,Female,USA,New York,6.9,16,25.5,7.9,67.1,4,11,99.98,2,41.3,8.5,52.1,9,3,,26.1,3,1200.93,1656,0,Q2
25,Female,USA,Los Angeles,5.6,1,13.6,3.6,78.3,0,8,79.42,12,62.4,,9.9,7,0,,8,1,545.61,1609,1,Q3
38,Male,USA,Chicago,1,8,,8.4,65.9,,6,145.35,14,27.3,6,4.1,3,1,75.9,4.9,1,1023.53,2402,0,Q1
47,Female,USA,Chicago,7.6,26,,9.8,60.4,2,19,162.43,4,67.8,5.3,41.6,10,4,42.6,24.7,2,3133.65,2349,1,Q1
37,Male,USA,New York,1.7,8,11.5,6.2,63.9,1,6.5,213.01,24,81.36,2.7,7.3,7,,3.8,14.4,2,1262.46,1529,0,Q4
28,Female,USA,Houston,2.3,1,21.3,6.6,69.1,2,6,123.55,16,57.2,14.6,16,10,1,32.3,14.4,1,779.52,493,0,Q1
40,Female,India,Delhi,1,12,,6.9,61,3,22.1,120.11,87,65.4,5.3,19,10,2,15.8,22.1,1,2314.09,2074,1,Q4
29,Female,USA,Phoenix,3.6,4,22.3,10.1,59.8,2,11.7,106.83,27,76.68,2.4,14.9,3,1,,11.6,1,825.99,1661,0,Q4
36,Female,USA,Phoenix,2.8,16,34.6,14.9,46.5,4,18,102.33,39,,2.4,44.2,4,3,53.7,16.6,2,1481.95,2970,0,Q1
50,Male,USA,Houston,5.3,17,33.8,10.4,30.9,10,19,87.52,45,46.9,2.3,44.5,7,7,66.5,37,4,1911.37,3937,1,Q1
24,Male,USA,New York,5.4,0,17.7,3.5,62.8,0,5,81.66,47,83.2,3.1,13,5,2,,,2,451.92,689,0,Q3
,Female,USA,New York,0.7,1,21.4,5.8,89.1,1,9,94.24,38,55.9,2.9,0,4,1,0,0,3,703.39,1453,1,Q2
46,Female,USA,Los Angeles,1.4,8,7,2.5,68.2,0,10.4,49.59,25,94.2,10.2,0,10,0,6,6.2,,353.54,749,1,Q4
43,Female,USA,Phoenix,7.6,0,15,1.9,91.4,0,2,137.09,11,50.2,8.7,9.2,2,0,0,10.2,2,261.32,1983,1,Q1
30,Female,USA,Chicago,2.1,17,40.4,13.2,35.6,13,26,62.96,3,22,,44.6,7,3,,,1,1324.67,3773,0,Q3
30,Male,USA,Phoenix,1.1,15,,9.6,66.9,2,11,76.57,,30.1,1.5,18.3,3,2,60.2,17.9,2,839.08,2984,0,Q1
36,Female,USA,Los Angeles,3.9,9,14.2,3.3,67.2,3,4,264.64,20,52.2,,4.5,5,2,0,7,3,1075.38,1540,0,Q2
41,Male,USA,Chicago,4.2,0,14.3,7.2,63.2,1,10.4,109.81,21,73.8,13.1,,7,0,20.7,8.8,3,902.07,1979,1,Q4
43,Female,India,Chennai,0.8,0,10.5,3.5,71.4,2,5,76.08,51,49.9,10.8,0.3,15,0,5.2,3.1,2,449.44,474,1,Q2
29,Male,India,Bangalore,3,8,14.2,5.7,62.6,2,10,66.38,26,3.8,5,8.4,8,,16.3,15.5,3,698.99,1345,0,Q3
36,Male,USA,New York,6.1,6,20.2,8.7,52.9,6,13,87.01,7,39.3,7.1,20.3,6,,25.6,8.5,2,972.28,979,0,Q3
44,Male,USA,Chicago,0.8,16,42.6,13.1,53.2,,15,131.44,19,59.8,5.4,27.8,4,4,54,26,4,1892.96,2599,0,Q2
21,Male,India,Delhi,1,28,30.4,11.2,56.1,3,13,50.27,3,34.8,13.2,31.4,6,8,41.9,20.8,5,714.93,2604,0,Q3
32,Male,USA,New York,3,15,30.4,11.8,69.7,5,11,90.01,24,15.8,0.5,5,5,4,48.7,27.7,4,824.33,1731,0,Q2
27,Female,USA,Houston,1.2,15,27.1,6.7,76.4,1,13,177.36,54,50.76,,28.6,8,5,23.4,23.5,2,2076.94,,1,Q4
32,Female,USA,Phoenix,3.2,21,40.7,12,39.8,6,18,106.12,17,17.9,8.3,34.2,3,4,56.5,20.9,5,1571.3,2182,0,Q2
39,Female,USA,Phoenix,3.2,7,32,7.7,62.4,3,13,65.89,51,14.9,,13.1,6,3,54.7,18.5,1,1005.56,1534,1,Q2
43,Male,USA,Chicago,5.6,8,36.3,5.7,67.1,5,10,112.1,11,32,2.4,,5,3,49.3,16.5,3,1258.89,2134,0,Q3
28,Male,USA,Chicago,0.7,25,48.8,,27.6,6,29.9,75.99,68,25.8,20.2,56.8,0,7,100,,3,2073.51,2948,0,Q4
30,Male,USA,Houston,0.6,23,25.5,10.6,43.8,,14,59.77,9,28.6,1.9,36.3,7,5,47.3,26.6,1,885.37,,0,Q3
39,Male,USA,New York,5.9,13,47.7,13.1,7.3,8,19,124.75,32,37.3,3.1,25,4,4,88,38.8,3,1982.18,5325,0,Q1
34,Male,India,Bangalore,2,1,,2.9,76.9,1,6,138.02,27,46.7,5,,8,1,13.8,9,3,877.39,765,1,Q1
43,Male,USA,New York,1.3,5,,7.8,60.3,,8,107.33,70,18.4,2.5,19.3,3,3,11.9,15.3,3,801.32,1071,1,Q1
30,Female,USA,Houston,2.7,18,26.2,13.8,49.7,3,12,267.37,8,63,3.2,37.8,2,4,45.8,24.1,1,2624.55,1722,0,Q1
26,Female,USA,Chicago,3.6,0,22.1,6.2,69.7,2,10,99.7,51,36.9,7.4,11.7,8,3,0,7.9,2,862.25,2290,1,Q1
43,Female,USA,Houston,5.8,15,26.6,7.5,75.9,5,9,74.32,8,33.2,7.8,20,7,,12.2,19.3,2,667.71,651,0,Q2
34,Male,USA,Los Angeles,1.1,18,23.6,9.3,66.8,2,23,133.64,35,50.8,3.3,3.1,4,1,25.6,12.7,2,3528.19,666,0,Q1
51,Male,India,Bangalore,3.1,8,37.1,12.5,33,4,18,133.87,5,45.7,5.2,19.8,4,5,62.6,31.5,2,2301.21,3079,0,Q3
49,Female,USA,Phoenix,3.6,10,17.6,6.8,76.1,1,10.4,90.4,49,59.52,3,2.8,9,0,3.6,8.6,2,592.58,535,1,Q4
40,Male,USA,Chicago,3.1,12,44,12.1,56.2,1,17,52.4,30,12.2,5.2,27.9,6,,20.8,26.3,4,905.4,2492,0,Q2
40,Male,USA,Phoenix,4.6,9,14.8,5.5,53.1,2,15,68.52,11,,12.7,8.6,6,0,34.4,8,4,954.55,1670,0,Q2
35,Female,USA,Phoenix,0.3,25,20,8.1,51.7,6,16.9,154.52,16,60.96,4.7,23.7,7,2,39.1,20.9,2,1632.59,1316,0,Q4
54,Male,USA,Chicago,2,1,23.6,9.7,83.5,3,13,99.07,48,51.5,9.1,6.9,6,,15.6,10.9,3,1077.28,1336,1,Q2
22,Female,USA,Houston,1.5,36,54,19.3,18.1,11,32.5,71.72,63,75,25,23.8,0,7,83.5,40.5,3,2066.44,5704,1,Q4
18,Other,India,Delhi,3.6,12,40.1,11.9,34.9,5,15,101.1,,28.2,8.6,38.8,6,,56,39.8,3,1679.5,4212,1,Q1
36,Female,India,Hyderabad,1.9,10,29.7,9.1,51.4,3,16,171.87,13,2,4.8,3.2,4,0,29.6,,4,3039.02,1100,0,Q3
18,Male,USA,Chicago,0.4,15,30.4,,53.2,,18,161.04,8,52.8,5.9,13.9,3,0,0,11.4,,3387.45,2212,0,Q1
44,Female,USA,New York,0.8,0,6.9,10.4,60.6,1,9.1,71.44,23,69.72,7.5,,6,1,,4.5,2,418.65,,0,Q4
45,Male,USA,Phoenix,1.6,16,36.9,19.2,37.2,7,20,122.73,29,39.1,12.9,43.9,4,3,78.4,29.4,1,2005.68,4544,0,Q3
22,Female,India,Delhi,8.5,19,34.2,9.6,37.1,2,20.8,83,5,77.04,7.1,39.2,6,3,32.9,20.1,1,1341.9,3643,0,Q4
42,Female,India,Hyderabad,1.6,0,18.3,6.7,71,2,11.7,97.79,10,37.68,3.1,4.9,5,3,36,9,,899.04,,0,Q4
18,Female,USA,Houston,10,9,9.4,4.1,70.7,0,9.1,56.23,57,49.32,0.4,0,5,2,12.2,7,2,449.96,1038,1,Q4
35,Female,USA,New York,1.8,0,16.1,9.7,85.3,1,9,151.65,10,42.3,17.5,,8,3,6,16.4,2,1336.32,2808,0,Q2
39,Male,USA,Houston,2,9,36.4,6.4,63.5,2,14.3,86.85,23,,3,31,7,3,18.9,,2,874.6,,0,Q4
59,Female,India,Bangalore,0.4,20,32.4,12.7,21.4,11,15,106.38,12,58.4,3.9,27.7,5,8,21.3,30.3,3,1280.92,1658,0,Q2
61,Male,USA,New York,5.8,15,34.8,13,33.8,7,24,184.35,56,29.8,8.7,37,3,6,51.5,35.3,3,4580.37,3131,0,Q2
35,Male,USA,Chicago,4.4,6,42,10.2,62.6,8,18,129.53,1,84.1,11,24.6,4,2,62.8,26.6,1,2540.91,2358,0,Q1
42,Male,USA,Phoenix,4.3,6,18.1,7.6,66.9,5,11,89.89,12,56.4,5.6,18.3,4,,16.6,12.3,2,1056.8,2415,0,Q1
29,Male,USA,Houston,3.9,18,28.8,10.3,44.9,4,18,102.02,21,,6.6,41,8,5,58,17.7,2,1610.12,2286,0,Q1
28,Male,USA,New York,4.7,21,31,10.6,36.4,6,13,135.07,4,63.7,3.9,14.3,4,4,17.2,22.3,1,1868.11,1582,0,Q3
50,Female,USA,Los Angeles,4.2,15,28.6,9.1,50.3,11,23,190.04,1,,4.4,18,4,1,41.9,,2,5171.72,3332,0,Q1
75,Female,USA,Houston,2.8,18,24.3,13.1,72.8,3,14,84.2,2,24,1.6,38.7,7,4,25,21.3,2,1313.49,3146,0,Q1
32,Female,USA,Phoenix,1.6,22,39,12.6,45.5,,25,74.91,16,18,2.7,35.5,4,7,62.7,33.6,1,1650.37,3458,0,Q3
36,Female,USA,Los Angeles,7.9,17,30.9,7.4,31.6,2,20,218.79,45,50.1,4.2,27.9,2,6,21.9,18.4,3,5203.56,1128,0,Q1
56,Male,USA,New York,4.6,11,31.3,9.5,52.5,9,16,144.44,37,74.7,0.5,29.3,5,,36.5,16.7,,2194.93,,0,Q1
21,Male,USA,Chicago,5.9,11,23.9,5.4,56.8,8,13,165.37,13,25.9,6.4,20.6,8,,9.8,23.9,3,2337.75,0,1,Q3
37,Male,USA,Chicago,5.2,25,35.6,12.1,29.3,8,18,68.69,4,43.9,4.4,40.7,9,0,43.8,37.5,2,1207.52,3125,0,Q2
29,Female,USA,Phoenix,0.2,13,34,8.6,72.1,4,8,106.44,14,35.1,8.4,18.4,7,1,36.4,19.6,1,844.56,,0,Q3
29,Male,India,Mumbai,0.1,12,36.8,15.7,57.6,3,24.7,99.9,47,41.64,8.2,28.1,3,7,40.9,25.1,1,2019.19,,0,Q4
36,Female,USA,New York,7.4,12,31.1,9.9,54.2,,11,132.06,40,34.8,,29.8,7,3,43.4,,2,1423.09,3168,0,Q3
24,Male,India,Chennai,4.5,5,12.4,1,71.8,0,5,131.23,37,46.9,0.5,,10,1,0,9.5,1,535.68,1552,1,Q3
54,Male,India,Chennai,1.6,2,22.6,7.7,68.9,1,7,154.96,0,52.3,2.4,6.3,,2,11.4,10.8,1,1289.3,2158,0,Q2
44,Female,USA,Houston,2.9,4,21.1,3.2,47,0,5.2,143.03,43,55.2,7.2,0,4,,20.4,12.2,4,611.33,,0,Q4
,Female,USA,Chicago,4.5,7,23.5,8.5,63.8,2,8,136.21,,22.5,10,13.9,5,3,11.7,20.3,1,925.4,460,0,Q3
57,Female,USA,Phoenix,2,0,25.7,8.4,76.2,0,7,91.64,62,30.4,4.5,15.2,7,1,26,8.9,2,603.79,1619,0,Q2
35,Female,USA,Chicago,4.2,6,,4.8,75.3,4,9.1,153.51,60,88.68,5,7.8,8,1,9.2,17.3,3,984.52,1741,0,Q4
33,Female,USA,Houston,3.9,9,18.5,6.9,78.5,1,14,72.03,1,58,,14.9,8,2,0,9.2,1,1139.63,2905,0,Q1
28,Male,India,Mumbai,1.2,0,22.4,7,74.8,2,5.2,161.02,41,57.6,2.5,,9,1,0,9.6,5,637.74,1669,0,Q4
24,Female,USA,Chicago,7.8,15,35.1,10.6,57.1,6,12,173.81,59,21.5,2.3,26.5,8,1,22.5,16.4,2,2411.02,2128,1,Q3
25,Male,USA,Phoenix,3.2,3,26.4,9.5,53.1,8,16,149.56,7,43.9,22.8,25.6,9,4,33.2,30.9,4,2337.1,4026,1,Q1
39,Female,USA,Chicago,1.4,17,47.2,12.8,45.1,10,26,120.04,54,,8.6,27.2,3,6,16.5,35.5,2,3066.05,2574,0,Q2
44,Female,India,Delhi,5.1,13,32.5,11.1,58.9,10,18.2,78.44,28,38.16,14.1,40.2,1,4,,24.4,3,1212.65,3164,0,Q4
18,Female,USA,Los Angeles,8.6,9,,3.9,84.8,1,9.1,94.01,12,89.28,2.8,11.9,2,2,13.3,10.3,1,532.35,,1,Q4
47,Male,USA,Chicago,4.7,5,23.4,10.7,63.2,7,13,126.9,127,77.16,1.3,10.8,7,1,42.2,16.1,1,1429.79,1245,1,Q4
48,Male,USA,New York,0.6,16,32.8,9.6,44.8,9,13,136.56,16,41.8,1.2,28.1,3,3,63.2,36.4,3,1579.15,2995,0,Q3
59,Male,USA,Houston,0.9,21,29.9,10.2,33.3,4,16,145.17,17,46.4,4.5,44.3,3,4,61.4,35.3,2,2074.77,3326,0,Q3
41,Other,USA,New York,2.1,10,26.8,6.3,73.5,6,11,191.31,5,,6.8,30.9,4,6,5.5,24.6,1,2483.09,1138,1,Q2
30,Female,USA,Chicago,0.6,9,34.6,,61.9,4,14,273.76,12,18.1,15,10.2,2,3,49.3,18.7,,4387.16,2285,0,Q1
37,Female,USA,Los Angeles,1.2,14,30.4,12.3,53.1,7,16,142.52,16,53.6,3.4,19.9,5,,79.7,30.3,,2562.38,1242,0,Q2
34,Male,India,Mumbai,2.5,6,29,11.5,64.6,4,10,141.69,30,30.9,,0,2,7,37.9,17.6,2,1261.81,831,0,Q3
,Female,USA,Los Angeles,3.9,15,19,8.2,52.9,5,10,196.78,128,48.9,18.6,11.1,6,0,29.8,,3,2178.05,2523,1,Q1
18,Female,USA,Phoenix,2.1,15,34,6.4,58.3,,13,113.64,43,37.4,,18.4,10,2,34.3,16.6,2,1370.51,,0,Q3
45,Male,USA,Phoenix,0.7,4,30,14.6,51.7,4,12,85.6,38,29.5,0.3,14.2,4,5,33.4,16.7,2,932.38,3125,0,Q2
26,Female,India,Delhi,1.3,20,37.7,11.2,49.4,5,25,103.86,18,64.9,19.4,19.5,9,6,52.1,24.2,1,2391.09,3354,1,Q3
57,Female,USA,New York,4.9,0,,2.1,62.9,2,1,234.71,47,30.2,6.6,,8,1,,10.3,1,203.53,2012,1,Q3
32,Male,India,Hyderabad,7.1,8,23.6,6.9,59.2,4,9,189.54,6,43.8,1.1,12,7,4,40.5,,2,1648.22,1559,0,Q1
33,Female,USA,Chicago,8.3,15,32.2,9.8,46.6,3,15.6,125.16,,45.24,10.7,23.6,5,0,55.9,24,1,1423.3,3263,1,Q4
40,Female,USA,Chicago,2.8,10,11.2,3.7,68.6,2,5,72.67,14,,9.2,12.1,7,1,36.8,17.2,3,356.15,1865,1,Q1
37,Male,USA,Los Angeles,9.1,8,13.5,1.9,63.8,3,3,77.8,13,26.5,2.5,18.8,9,1,22,12.8,3,260.6,1755,0,Q3
31,Female,USA,New York,2.6,9,39.3,9.1,46.1,4,20.8,125.26,28,72.84,,15.1,5,8,16.7,18.3,3,1949.65,2948,1,Q4
52,Female,USA,New York,2.6,1,20.8,8.7,60.9,3,6,65.06,59,49.7,13.3,2.8,3,,9.3,24.1,1,415.45,3626,0,Q2
26,Male,USA,Houston,1.6,12,25,10,56.8,7,19,139.39,192,6.9,1.6,24.1,3,1,42,28.1,3,3026.08,2225,1,Q3
62,Male,India,Hyderabad,5.4,0,21.4,4.5,71.6,0,6,82.44,58,41.2,,22.1,4,0,32.8,9.2,,557.65,1134,0,Q2
41,Male,USA,New York,1.9,5,24.6,6.8,56.3,2,15.6,87.74,31,78.36,2.2,0,4,1,4.7,3.5,1,1168.03,1592,0,Q4
32,Female,USA,Los Angeles,1.1,11,27.7,9.5,54.2,3,16,110.69,58,66.6,,19.2,5,2,31,27.9,1,2085.65,2240,0,Q1
30,Female,USA,New York,2.9,17,28.3,7.9,41.2,3,10,122.6,10,15.4,4.9,19.3,4,2,21.9,25.4,3,1002.35,2401,0,Q3
28,Female,India,Mumbai,3.5,11,33.9,8.4,42.5,3,13,119.8,8,70.7,,31.1,6,5,38.1,19.3,2,1356.11,1570,0,Q3
18,Male,USA,Chicago,2.6,10,32.7,7.6,55.9,5,16,119.72,26,43,6.7,23.4,6,3,40.4,15.2,1,2165.42,2479,1,Q2
31,Female,USA,Houston,1.8,7,23.3,7.8,50.2,2,8,150.79,22,53.8,12.8,21.9,7,6,34.9,19.7,1,1343.25,570,0,Q3
38,Female,USA,Los Angeles,1.5,1,9.8,4.1,57.2,2,5,78.88,5,47.9,3.3,0,7,0,0,,3,401.19,0,0,Q1
21,Female,USA,Phoenix,4,20,35,12.6,65.1,3,15,85.89,3,,10.2,21.9,2,3,53,26.9,2,1492.58,1571,0,Q1
38,Male,USA,Phoenix,0.8,16,28.3,11.4,69.5,4,10,98.94,37,64.3,4.1,30.9,3,1,29.3,12.3,2,839.33,,0,Q3
32,Male,India,Hyderabad,5.8,6,15.2,7.1,72.7,0,8,127.82,19,26.2,6.1,11,5,0,,19.1,2,962.14,2080,1,Q3
35,Female,USA,Houston,0.8,9,27.1,7.9,52.1,4,9,214.51,3,32.1,7.8,16.8,6,0,10.5,17.2,2,1963.19,736,1,Q2
49,Male,USA,New York,1.5,0,9.4,5.7,66.6,,13,102.97,46,33.3,4.3,11.3,8,1,30.7,8.5,3,1443.26,546,1,Q3
28,Male,USA,Chicago,1.6,24,29,12.5,42.8,5,17,139.4,60,21.2,3.3,20.5,7,,31.7,32.8,3,2529.58,2547,1,Q2
22,Male,USA,Houston,7.1,1,23.3,9.5,71.3,1,11,71.16,28,19.3,1.9,2.2,7,0,0,20.2,2,840.78,2136,1,Q3
61,Other,USA,Chicago,1.3,0,16.7,6.3,82.7,1,8,161.33,6,30.8,5.4,31,6,1,27.8,6.4,2,1109.78,0,0,Q1
27,Male,USA,New York,2.6,7,,8.6,63,6,11.7,97.43,24,60,2.5,15.9,15,5,24.2,7.9,2,858.03,,0,Q4
46,Male,India,Hyderabad,2.3,6,39.5,12.4,48.4,,10,64.46,12,77.4,18,30.3,3,2,29.6,26,5,738.38,,0,Q2
33,Male,USA,Chicago,3.2,16,37.1,,49,6,19,144,21,31.7,6.2,38.8,4,1,15.3,18.3,2,2498.34,2080,0,Q2
27,Male,USA,Houston,3.1,3,32.3,5.3,65.4,2,9,259.29,67,41,9.9,19,7,1,34.8,11,2,2724.36,822,1,Q1
42,Male,USA,Chicago,4.3,5,24.9,3.1,72.5,1,10,110.63,12,31.8,3.5,,4,1,6.5,16.5,2,1047.72,2651,0,Q3
21,Female,USA,Houston,0.8,18,,15.9,60.1,,26,58.44,71,20,6.5,64.7,5,9,52.8,39.2,2,1540.73,2321,1,Q2
40,Female,USA,Phoenix,4.8,10,13.1,5,73.8,1,13,135.71,9,48.12,,11.3,7,0,18.1,3.4,3,1588.52,0,0,Q4
28,Female,USA,Phoenix,1.8,11,25.5,10.4,51.5,7,13,67.56,2,46,,37.9,5,2,86.2,32.2,4,882.41,3331,0,Q1
50,Male,USA,New York,1.9,19,44,10.4,16.4,9,15,117.82,16,38.7,4.4,38.7,7,6,51.8,34.6,3,1553.25,3135,0,Q1
50,Male,USA,New York,1.5,14,27.2,9.8,47,3,14,84.08,,33.3,9.2,29.6,5,2,33.1,,2,1222.39,2378,0,Q2
44,Male,USA,Phoenix,0.7,6,21.7,7.4,56.7,4,9.1,165.64,26,38.4,13.7,0,6,1,6.7,25.5,3,1033.58,2498,0,Q4
28,Male,USA,Los Angeles,3.1,13,29.8,6.2,54.1,5,16.9,102.67,2,104.16,4.6,0,10,1,12.7,16.7,3,1126.89,1391,1,Q4
,Female,USA,Los Angeles,3.9,6,26,9.1,73.8,1,7,47.56,159,14.3,,4.7,11,1,19.2,12.1,4,299.84,77,1,Q2
31,Male,USA,Chicago,2.5,9,36,10.7,66.2,6,14.3,112.22,105,26.64,11,24.7,5,4,19.1,,2,1099.61,1886,0,Q4
52,Male,USA,Houston,0.9,0,13.6,5.1,83.4,5,9,97.86,8,4.3,5.6,17.9,7,3,8.5,14.4,3,896.41,541,0,Q1
56,Female,USA,New York,0.5,23,52.8,16.3,20.2,8,21,106.22,6,30.6,,34.3,2,12,86.6,34.5,1,1926.4,4562,0,Q3
,Female,USA,Los Angeles,6.2,0,7.4,4.8,79.5,1,9.1,125.19,49,32.64,5.6,,9,2,0,,1,974.5,1973,1,Q4
18,Female,India,Mumbai,1.9,15,24.8,8.1,69.6,2,13,120.42,30,37.1,1.1,10,8,6,48.8,21.3,2,1540.43,1625,0,Q1
35,Female,India,Hyderabad,1.8,17,39,12,54.3,10,19.5,143.99,12,35.76,4.7,21.3,4,3,40,22.7,,2167.01,2926,0,Q4
54,Male,USA,Chicago,1.9,7,,6.7,71.5,3,13,129.35,67,41.3,6.8,6.3,7,0,,,,1916.99,1098,1,Q3
32,Male,India,Chennai,0.6,20,34.3,5.5,39.9,4,18,86.9,9,33.8,11.3,16.2,6,3,,,2,1694.1,509,0,Q2
40,Male,India,Delhi,3.8,15,36.9,10.8,38.6,,17,64.75,2,69.1,1.6,24.1,8,6,,28.6,3,952.86,2921,0,Q2
49,Male,USA,Houston,1.3,26,42.3,18.8,34.9,14,27,103,22,72.9,12,29.4,2,4,30.3,39.4,3,3233.77,,0,Q2
45,Male,USA,Chicago,2.6,10,13.9,4.6,54.5,0,5,118.66,17,11.2,8.9,8.7,3,,21.1,11.5,2,566.59,0,0,Q3
49,Other,USA,Chicago,3.8,0,24.7,2.5,67.7,1,15.6,125.37,13,40.44,7.8,3.9,6,0,13.8,,1,1304.77,3075,0,Q4
20,Male,USA,Los Angeles,7.1,4,39.1,9.1,58.5,10,15,177.15,0,,12,19,3,5,26.5,18.7,4,2599.53,961,0,Q1
36,Female,USA,New York,7.6,0,25.8,9,72.6,4,11,134.13,21,63.4,,,4,3,1.5,20,,1698.49,,0,Q2
32,Male,USA,Phoenix,1.6,1,,8.1,62.2,1,7.8,92.15,19,49.08,9,14.3,7,2,9,,5,663.04,628,0,Q4
28,Male,USA,Houston,2.9,17,46.7,16.5,41.3,9,20,72.97,63,38.4,0.7,44.4,1,6,85.7,27.8,2,1300.82,2882,1,Q3
41,Female,USA,Houston,1.7,17,34.5,8.9,44.8,1,11,88.04,14,37.7,5.4,5.1,9,6,31.8,29.2,3,1002.58,3050,0,Q1
43,Female,USA,New York,0.7,0,,4.2,67.1,2,6,126.68,36,52.7,2.5,0,7,0,28.1,8.6,2,732.91,2221,0,Q1
34,Female,USA,New York,3.7,22,43,11.7,56.7,7,21,122.18,,,0.2,34.7,5,4,45.2,25,2,2187.1,1825,0,Q2
48,Female,USA,Chicago,3.7,18,46.2,10.8,20.1,9,18,135.57,26,,8,48.3,4,4,59.4,43.8,1,2621.91,,0,Q2
40,Female,India,Delhi,6.6,25,34.5,10.3,45.7,7,14,301.33,5,13.4,,34.5,5,3,42.2,24.5,,4619.22,1117,0,Q2
56,Male,USA,New York,1.5,7,22.3,7.4,45.5,3,9,109.07,11,45.8,1.7,27.1,8,2,26.7,,3,880.9,2677,0,Q2
26,Female,USA,Los Angeles,4.8,3,,7.1,72.3,4,6,143.07,32,52.6,1.6,16.3,10,1,7.2,16.8,1,697.97,,0,Q3
,Male,USA,Los Angeles,0.6,1,23.8,8.6,73.3,1,6,65.52,40,50.4,4.9,17,9,0,20,11,2,386.01,,0,Q2
48,Female,USA,Phoenix,0.6,23,41.3,11.9,57.8,9,17,49.32,,13.6,2.6,41,6,4,,33.6,3,745.88,,0,Q3
5,Male,USA,New York,7.1,14,36.4,13.7,38.8,10,22,89.91,4,30.4,,41.5,4,5,59.3,30.2,1,1904.46,2481,0,Q2
27,Female,USA,Los Angeles,1.5,13,,7.8,66.4,,9,135.2,96,24.8,15.8,8.8,5,1,0,12.8,5,1358.94,209,1,Q1
